Timestamp(s),Temperature(C),Humidity(%),Pressure(hPa),Altitude(m),MQ7_Raw,Voltage(V),CO(ppm)
199,35.44,0.69,1001.06,102.00,286,0.23,0.22
201,35.72,0.51,1001.08,101.78,283,0.23,0.22
203,36.03,0.41,1001.05,102.07,280,0.23,0.21
205,36.31,0.24,1001.02,102.30,279,0.22,0.21
208,36.64,0.11,1001.04,102.14,282,0.23,0.22
210,36.89,0.00,1001.06,101.97,281,0.23,0.22
212,37.23,-0.12,1001.09,101.73,281,0.23,0.22
214,37.55,-0.29,1001.05,102.09,283,0.23,0.22
216,37.86,-0.42,1001.05,102.04,278,0.22,0.21
218,38.14,-0.52,1001.07,101.86,284,0.23,0.22
220,38.41,-0.54,1001.04,102.13,283,0.23,0.22
222,38.64,-0.70,1001.09,101.75,279,0.22,0.21
224,38.86,-1.02,1001.08,101.83,283,0.23,0.22
226,39.12,-1.28,1001.09,101.75,285,0.23,0.22
228,39.46,-1.33,1001.13,101.38,273,0.22,0.21
230,39.68,-1.44,1001.14,101.35,278,0.22,0.21
232,40.04,-1.53,1001.12,101.51,278,0.22,0.21
234,40.30,-1.60,1001.11,101.56,279,0.22,0.21
236,40.57,-1.59,1001.08,101.83,277,0.22,0.21
238,40.84,-1.70,1001.06,101.99,276,0.22,0.21
240,41.07,-1.82,1001.10,101.62,276,0.22,0.21
242,41.33,-1.87,1001.11,101.60,279,0.22,0.21
244,41.68,-1.99,1001.12,101.50,275,0.22,0.21
246,41.95,-2.15,1001.11,101.56,286,0.23,0.22
248,42.13,-2.32,1001.13,101.40,267,0.22,0.20
250,42.37,-2.39,1001.11,101.75,275,0.22,0.21
252,42.53,-2.46,1001.11,101.60,272,0.22,0.21
254,42.69,-2.48,1001.13,101.39,272,0.22,0.21
256,42.75,-2.40,1001.10,101.61,270,0.22,0.20
258,42.84,-2.46,1001.11,101.53,273,0.22,0.21
261,42.95,-2.53,1001.12,101.48,265,0.21,0.20
263,43.11,-2.62,1001.13,101.46,271,0.22,0.21
265,43.24,-2.67,1001.13,101.42,271,0.22,0.21
267,43.40,-2.72,1001.14,101.33,275,0.22,0.21
269,43.59,-2.83,1001.14,101.35,272,0.22,0.21
271,43.91,-3.03,1001.18,100.95,271,0.22,0.21
273,44.33,-3.17,1001.25,100.39,272,0.22,0.21
275,44.71,-3.16,1001.13,101.37,272,0.22,0.21
277,44.97,-3.15,1001.18,101.02,278,0.22,0.21
279,45.15,-3.33,1001.17,101.06,267,0.22,0.20
281,45.46,-3.44,1001.14,101.32,271,0.22,0.21
283,45.91,-3.87,1001.13,101.42,270,0.22,0.20
285,46.18,-4.18,1001.14,101.30,259,0.21,0.19
287,46.47,-4.11,1001.16,101.17,263,0.21,0.20
289,46.69,-4.25,1001.13,101.38,262,0.21,0.20
291,47.07,-4.39,1001.16,101.15,260,0.21,0.19
293,47.39,-4.50,1001.18,100.99,259,0.21,0.19
295,47.76,-4.61,1001.17,101.03,259,0.21,0.19
297,47.95,-4.70,1001.17,101.09,263,0.21,0.20
299,48.35,-4.75,1001.20,100.82,259,0.21,0.19
301,48.56,-4.86,1001.24,100.47,269,0.22,0.20
303,48.84,-4.97,1001.21,100.89,265,0.21,0.20
305,49.22,-5.05,1001.20,100.80,265,0.21,0.20
307,49.61,-5.14,1001.22,100.64,256,0.21,0.19
309,49.96,-5.19,1001.21,100.76,261,0.21,0.20
311,50.28,-5.27,1001.21,100.71,255,0.21,0.19
314,50.13,-5.33,1001.18,100.98,260,0.21,0.19
316,50.11,-5.22,1001.23,100.52,255,0.21,0.19
318,50.18,-5.17,1001.20,100.82,256,0.21,0.19
320,50.15,-5.35,1001.20,100.79,255,0.21,0.19
322,50.16,-5.39,1001.21,100.72,253,0.20,0.19
324,49.77,-5.33,1001.23,100.57,257,0.21,0.19
326,50.17,-5.30,1001.22,100.65,256,0.21,0.19
328,50.47,-5.25,1001.24,100.44,256,0.21,0.19
330,50.65,-5.39,1001.25,100.35,257,0.21,0.19
332,50.94,-5.47,1001.24,100.48,260,0.21,0.19
334,51.37,-5.53,1001.24,100.48,256,0.21,0.19
336,51.90,-5.60,1001.26,100.30,253,0.20,0.19
338,52.00,-5.67,1001.26,100.27,267,0.22,0.20
340,52.32,-5.69,1001.22,100.64,256,0.21,0.19
342,52.76,-5.79,1001.26,100.32,256,0.21,0.19
344,53.18,-5.90,1001.30,99.94,247,0.20,0.18
346,53.54,-5.98,1001.31,99.85,252,0.20,0.19
348,53.88,-6.04,1001.27,100.24,252,0.20,0.19
350,54.09,-6.12,1001.32,99.84,249,0.20,0.18
352,54.25,-6.17,1001.31,99.90,256,0.21,0.19
354,54.30,-6.14,1001.31,99.88,254,0.20,0.19
356,54.55,-6.18,1001.32,99.83,247,0.20,0.18
358,54.71,-6.22,1001.31,99.90,253,0.20,0.19
360,55.01,-6.25,1001.33,99.72,257,0.21,0.19
362,55.05,-6.31,1001.31,99.88,253,0.20,0.19
364,55.12,-6.33,1001.28,100.10,249,0.20,0.18
367,54.92,-6.35,1001.30,99.96,256,0.21,0.19
369,54.97,-6.15,1001.28,100.16,250,0.20,0.18
371,54.89,-6.14,1001.32,99.78,256,0.21,0.19
373,54.79,-6.19,1001.34,99.64,255,0.21,0.19
375,55.05,-6.21,1001.30,99.93,253,0.20,0.19
377,55.40,-6.34,1001.32,99.80,247,0.20,0.18
379,55.35,-6.38,1001.28,100.12,251,0.20,0.19
381,55.07,-6.34,1001.28,100.12,251,0.20,0.19
383,54.93,-6.25,1001.33,99.76,253,0.20,0.19
385,54.96,-6.20,1001.31,99.89,247,0.20,0.18
387,55.17,-6.21,1001.35,99.52,247,0.20,0.18
389,55.17,-6.23,1001.31,99.89,247,0.20,0.18
391,55.10,-6.20,1001.34,99.62,259,0.21,0.19
393,55.25,-6.26,1001.30,99.96,251,0.20,0.19
395,55.57,-6.33,1001.32,99.84,257,0.21,0.19
397,55.80,-6.38,1001.36,99.48,249,0.20,0.18
399,56.07,-6.47,1001.41,99.06,251,0.20,0.19
401,56.09,-6.48,1001.40,99.13,254,0.20,0.19
403,56.46,-6.51,1001.35,99.57,251,0.20,0.19
405,56.32,-6.58,1001.38,99.33,254,0.20,0.19
407,56.47,-6.58,1001.38,99.28,251,0.20,0.19
409,56.65,-6.59,1001.38,99.31,253,0.20,0.19
411,56.86,-6.63,1001.40,99.13,252,0.20,0.19
413,56.93,-6.66,1001.42,98.96,254,0.20,0.19
415,57.06,-6.67,1001.35,99.54,251,0.20,0.19
417,57.36,-6.72,1001.42,98.95,249,0.20,0.18
420,57.48,-6.74,1001.39,99.25,243,0.20,0.18
422,57.53,-6.73,1001.40,99.14,251,0.20,0.19
424,57.49,-6.72,1001.40,99.14,244,0.20,0.18
426,57.65,-6.73,1001.40,99.14,242,0.20,0.18
428,57.87,-6.77,1001.40,99.11,254,0.20,0.19
430,57.88,-6.78,1001.40,99.15,247,0.20,0.18
432,58.17,-6.82,1001.43,98.89,246,0.20,0.18
434,58.33,-6.83,1001.43,98.86,251,0.20,0.19
436,58.39,-6.84,1001.45,98.69,252,0.20,0.19
438,58.48,-6.86,1001.48,98.47,251,0.20,0.19
440,58.89,-6.84,1001.44,98.81,256,0.21,0.19
442,58.48,-6.80,1001.50,98.31,251,0.20,0.19
444,58.41,-6.79,1001.47,98.57,253,0.20,0.19
446,58.44,-6.84,1001.49,98.35,247,0.20,0.18
448,58.07,-6.77,1001.53,98.07,250,0.20,0.18
450,58.18,-6.75,1001.56,97.79,253,0.20,0.19
452,57.78,-6.77,1001.44,98.83,250,0.20,0.18
454,57.80,-6.76,1001.43,98.92,251,0.20,0.19
456,57.90,-6.77,1001.39,99.20,251,0.20,0.19
458,58.28,-6.81,1001.47,98.57,242,0.20,0.18
460,58.17,-6.85,1001.47,98.54,251,0.20,0.19
462,58.50,-6.86,1001.46,98.65,251,0.20,0.19
464,58.62,-6.91,1001.47,98.53,250,0.20,0.18
466,58.70,-6.92,1001.44,98.79,249,0.20,0.18
468,58.80,-6.91,1001.47,98.53,247,0.20,0.18
470,58.94,-6.90,1001.44,98.80,250,0.20,0.18
473,59.19,-6.98,1001.47,98.58,251,0.20,0.19
475,59.21,-7.02,1001.46,98.66,249,0.20,0.18
477,59.40,-7.04,1001.49,98.39,243,0.20,0.18
479,59.36,-7.06,1001.48,98.50,257,0.21,0.19
481,59.68,-7.07,1001.48,98.42,254,0.20,0.19
483,59.64,-7.10,1001.48,98.48,251,0.20,0.19
485,59.55,-7.11,1001.43,98.86,254,0.20,0.19
487,59.47,-7.09,1001.47,98.53,250,0.20,0.18
489,59.63,-7.08,1001.45,98.68,251,0.20,0.19
491,59.71,-7.09,1001.42,98.93,251,0.20,0.19
493,59.54,-7.10,1001.45,98.72,250,0.20,0.18
495,59.43,-7.12,1001.43,98.90,256,0.21,0.19
497,59.48,-7.12,1001.43,98.91,251,0.20,0.19
499,59.63,-7.12,1001.38,99.33,256,0.21,0.19
501,59.86,-7.12,1001.41,99.05,250,0.20,0.18
503,60.03,-7.17,1001.41,99.08,250,0.20,0.18
505,60.22,-7.18,1001.40,99.17,254,0.20,0.19
507,60.67,-7.20,1001.43,98.84,250,0.20,0.18
509,60.66,-7.22,1001.42,98.95,251,0.20,0.19
511,60.75,-7.21,1001.42,98.97,254,0.20,0.19
513,60.57,-7.25,1001.40,99.10,252,0.20,0.19
515,60.84,-7.24,1001.43,98.89,256,0.21,0.19
517,61.24,-7.26,1001.40,99.10,246,0.20,0.18
519,61.76,-7.27,1001.42,98.98,255,0.21,0.19
521,62.25,-7.34,1001.43,98.86,253,0.20,0.19
524,62.35,-7.37,1001.45,98.69,249,0.20,0.18
526,62.24,-7.39,1001.40,99.11,245,0.20,0.18
528,62.33,-7.39,1001.39,99.19,245,0.20,0.18
530,62.36,-7.41,1001.40,99.09,255,0.21,0.19
532,62.44,-7.39,1001.39,99.25,251,0.20,0.19
534,62.63,-7.45,1001.39,99.20,250,0.20,0.18
536,62.52,-7.44,1001.39,99.25,256,0.21,0.19
538,62.65,-7.46,1001.37,99.36,252,0.20,0.19
540,62.74,-7.51,1001.37,99.35,251,0.20,0.19
542,62.52,-7.46,1001.31,99.89,251,0.20,0.19
544,62.77,-7.48,1001.38,99.26,257,0.21,0.19
546,62.71,-7.51,1001.36,99.45,254,0.20,0.19
548,62.60,-7.47,1001.28,99.92,252,0.20,0.19
550,62.55,-7.48,1001.32,99.82,256,0.21,0.19
552,62.36,-7.47,1001.29,100.06,250,0.20,0.18
554,62.02,-7.45,1001.27,100.23,250,0.20,0.18
556,62.06,-7.45,1001.29,100.01,257,0.21,0.19
558,62.12,-7.45,1001.31,99.90,253,0.20,0.19
560,62.15,-7.46,1001.23,100.52,252,0.20,0.19
562,62.06,-7.46,1001.25,100.36,249,0.20,0.18
564,62.12,-7.46,1001.25,100.36,252,0.20,0.19
566,62.04,-7.45,1001.26,100.29,247,0.20,0.18
568,62.04,-7.45,1001.24,100.46,254,0.20,0.19
570,61.98,-7.44,1001.26,100.29,251,0.20,0.19
572,62.13,-7.46,1001.23,100.52,251,0.20,0.19
574,62.23,-7.43,1001.25,100.42,250,0.20,0.18
577,62.25,-7.45,1001.27,100.21,248,0.20,0.18
579,62.33,-7.47,1001.31,99.90,253,0.20,0.19
581,62.50,-7.42,1001.27,100.22,251,0.20,0.19
583,62.50,-7.49,1001.28,100.12,256,0.21,0.19
585,62.55,-7.44,1001.25,100.41,246,0.20,0.18
587,62.39,-7.47,1001.28,100.10,254,0.20,0.19
589,62.54,-7.45,1001.28,100.10,254,0.20,0.19
591,62.77,-7.48,1001.27,100.19,251,0.20,0.19
593,62.96,-7.46,1001.28,100.14,252,0.20,0.19
595,63.34,-7.50,1001.29,100.03,255,0.21,0.19
597,63.34,-7.53,1001.30,100.01,252,0.20,0.19
599,63.30,-7.51,1001.30,100.01,254,0.20,0.19
601,63.30,-7.52,1001.28,100.14,255,0.21,0.19
603,63.73,-7.56,1001.29,100.07,257,0.21,0.19
605,63.76,-7.59,1001.26,100.29,256,0.21,0.19
607,63.86,-7.61,1001.27,100.26,256,0.21,0.19
609,64.06,-7.62,1001.30,99.99,255,0.21,0.19
611,64.13,-7.62,1001.29,100.02,249,0.20,0.18
613,64.20,-7.64,1001.26,100.30,241,0.19,0.18
615,63.85,-7.59,1001.29,100.01,247,0.20,0.18
617,63.13,-7.55,1001.26,100.29,253,0.20,0.19
619,62.50,-7.50,1001.18,100.99,255,0.21,0.19
621,62.14,-7.46,1001.17,101.04,253,0.20,0.19
623,62.32,-7.46,1001.18,101.00,253,0.20,0.19
625,62.63,-7.49,1001.19,100.93,251,0.20,0.19
628,62.45,-7.48,1001.17,101.09,257,0.21,0.19
630,62.66,-7.48,1001.19,100.93,259,0.21,0.19
632,62.50,-7.47,1001.16,101.18,258,0.21,0.19
634,62.62,-7.45,1001.15,101.22,256,0.21,0.19
636,62.76,-7.50,1001.20,100.79,254,0.20,0.19
638,62.80,-7.53,1001.19,100.89,257,0.21,0.19
640,63.04,-7.54,1001.22,100.67,260,0.21,0.19
642,62.75,-7.54,1001.17,101.10,256,0.21,0.19
644,63.18,-7.56,1001.20,100.86,250,0.20,0.18
646,63.39,-7.58,1001.19,100.89,253,0.20,0.19
648,63.71,-7.61,1001.22,100.62,254,0.20,0.19
650,63.78,-7.64,1001.24,100.49,256,0.21,0.19
652,63.67,-7.62,1001.19,100.89,257,0.21,0.19
654,63.70,-7.65,1001.21,100.75,249,0.20,0.18
656,63.62,-7.64,1001.18,100.95,253,0.20,0.19
658,63.95,-7.64,1001.20,100.79,251,0.20,0.19
660,64.64,-7.68,1001.22,100.61,249,0.20,0.18
662,64.39,-7.70,1001.21,100.76,257,0.21,0.19
664,64.45,-7.66,1001.20,100.82,252,0.20,0.19
666,64.52,-7.70,1001.24,100.49,256,0.21,0.19
668,64.23,-7.67,1001.24,100.44,254,0.20,0.19
670,64.26,-7.64,1001.22,100.66,258,0.21,0.19
672,64.01,-7.61,1001.22,100.62,256,0.21,0.19
674,63.40,-7.60,1001.20,100.85,256,0.21,0.19
676,63.13,-7.55,1001.17,101.10,255,0.21,0.19
678,63.06,-7.53,1001.20,100.77,254,0.20,0.19
681,63.38,-7.55,1001.18,100.96,256,0.21,0.19
683,63.35,-7.57,1001.17,101.06,256,0.21,0.19
685,63.81,-7.61,1001.20,100.80,256,0.21,0.19
687,63.79,-7.63,1001.18,100.96,256,0.21,0.19
689,64.35,-7.67,1001.19,100.89,257,0.21,0.19
691,64.21,-7.69,1001.19,100.86,253,0.20,0.19
693,63.95,-7.68,1001.23,100.56,257,0.21,0.19
695,64.32,-7.66,1001.23,100.58,261,0.21,0.20
697,64.11,-7.66,1001.23,100.59,252,0.20,0.19
699,64.11,-7.68,1001.21,100.74,257,0.21,0.19
701,64.24,-7.67,1001.22,100.61,256,0.21,0.19
703,64.22,-7.69,1001.16,101.17,256,0.21,0.19
705,64.33,-7.74,1001.19,100.89,255,0.21,0.19
707,64.34,-7.71,1001.14,101.28,253,0.20,0.19
709,64.87,-7.73,1001.15,101.24,256,0.21,0.19
711,64.76,-7.76,1001.16,101.13,256,0.21,0.19
713,64.71,-7.75,1001.18,100.98,256,0.21,0.19
715,64.66,-7.76,1001.16,101.14,251,0.20,0.19
717,64.40,-7.72,1001.13,101.42,259,0.21,0.19
719,64.58,-7.70,1001.14,101.32,252,0.20,0.19
721,64.50,-7.68,1001.13,101.37,257,0.21,0.19
723,64.92,-7.74,1001.15,101.27,257,0.21,0.19
725,65.21,-7.76,1001.18,101.11,254,0.20,0.19
727,65.41,-7.78,1001.15,101.25,257,0.21,0.19
729,65.43,-7.80,1001.16,101.18,253,0.20,0.19
732,65.79,-7.79,1001.17,101.07,256,0.21,0.19
734,65.44,-7.84,1001.17,101.03,258,0.21,0.19
736,66.06,-7.81,1001.19,100.90,252,0.20,0.19
738,66.10,-7.85,1001.18,101.01,251,0.20,0.19
740,66.52,-7.85,1001.19,100.88,254,0.20,0.19
742,66.86,-7.84,1001.19,100.90,246,0.20,0.18
744,66.86,-7.90,1001.18,100.94,256,0.21,0.19
746,66.62,-7.91,1001.16,101.19,262,0.21,0.20
748,66.72,-7.93,1001.15,101.20,259,0.21,0.19
750,66.46,-7.92,1001.14,101.28,257,0.21,0.19
752,66.66,-7.92,1001.14,101.34,253,0.20,0.19
754,66.60,-7.93,1001.11,101.55,257,0.21,0.19
756,66.10,-7.91,1001.09,101.75,258,0.21,0.19
758,66.55,-7.90,1001.09,101.70,255,0.21,0.19
760,66.63,-7.90,1001.13,101.42,257,0.21,0.19
762,66.24,-7.90,1001.11,101.57,258,0.21,0.19
764,66.34,-7.90,1001.09,101.76,253,0.20,0.19
766,66.53,-7.92,1001.10,101.69,256,0.21,0.19
768,66.58,-7.94,1001.10,101.64,256,0.21,0.19
770,66.67,-7.94,1001.11,101.57,253,0.20,0.19
772,66.61,-7.94,1001.10,101.68,256,0.21,0.19
774,66.44,-7.92,1001.12,101.48,254,0.20,0.19
776,66.13,-7.87,1001.10,101.61,254,0.20,0.19
778,65.93,-7.85,1001.07,101.89,258,0.21,0.19
780,65.82,-7.86,1001.04,102.13,256,0.21,0.19
783,65.93,-7.87,1001.06,101.96,256,0.21,0.19
785,66.12,-7.90,1001.07,101.94,252,0.20,0.19
787,66.23,-7.88,1001.07,101.91,256,0.21,0.19
789,66.69,-7.91,1001.06,101.98,257,0.21,0.19
791,66.53,-7.79,1001.11,101.55,254,0.20,0.19
793,65.16,-7.74,1000.93,103.04,176,0.14,0.12
795,64.95,-7.24,1000.96,102.84,242,0.20,0.18
797,64.77,-7.27,1000.92,103.20,240,0.19,0.17
799,64.28,-7.29,1000.98,102.62,229,0.18,0.16
801,64.26,-7.58,1001.00,102.48,331,0.27,0.27
803,64.07,-7.66,1000.98,102.70,326,0.26,0.26
805,63.81,-7.70,1000.96,102.82,314,0.25,0.25
807,63.69,-7.70,1000.97,102.74,310,0.25,0.25
809,63.55,-7.70,1000.93,103.11,304,0.24,0.24
811,63.25,-7.70,1000.93,103.11,303,0.24,0.24
813,63.52,-7.70,1000.92,103.13,304,0.24,0.24
815,63.36,-7.69,1000.94,103.03,293,0.24,0.23
817,63.19,-7.69,1000.93,103.10,294,0.24,0.23
819,62.90,-7.64,1000.94,102.97,311,0.25,0.25
821,61.27,-7.42,1000.78,104.38,215,0.17,0.15
823,60.20,-7.26,1000.71,104.95,205,0.17,0.14
825,59.58,-6.63,1000.68,105.17,173,0.14,0.11
827,58.29,-6.17,1000.65,105.43,339,0.27,0.28
829,58.09,-6.32,1000.74,104.66,231,0.19,0.17
831,58.17,-6.70,1000.71,104.92,231,0.19,0.17
833,57.78,-6.91,1000.70,105.01,241,0.19,0.18
836,57.70,-6.89,1000.71,104.91,240,0.19,0.17
838,57.57,-6.92,1000.66,105.33,240,0.19,0.17
840,57.32,-6.88,1000.62,105.66,241,0.19,0.18
842,57.09,-6.87,1000.65,105.45,244,0.20,0.18
844,56.91,-6.84,1000.64,105.51,258,0.21,0.19
846,56.71,-6.79,1000.63,105.64,1002,0.81,1.37
848,56.32,-6.72,1000.62,105.71,1088,0.88,1.58
850,55.98,-6.67,1000.59,105.93,891,0.72,1.14
852,55.81,-6.64,1000.58,105.99,1063,0.86,1.52
854,55.62,-6.61,1000.60,105.88,790,0.64,0.94
856,55.20,-6.61,1000.60,105.82,607,0.49,0.63
858,54.98,-6.40,1000.57,106.14,647,0.52,0.69
860,54.63,-6.44,1000.59,105.93,491,0.40,0.47
862,54.80,-6.21,1000.64,105.53,419,0.34,0.37
864,55.11,-6.54,1000.61,105.77,359,0.29,0.30
866,55.46,-6.68,1000.64,105.55,343,0.28,0.28
868,55.49,-6.73,1000.69,105.08,317,0.26,0.25
870,55.57,-6.70,1000.66,105.36,310,0.25,0.25
872,55.56,-6.73,1000.66,105.34,302,0.24,0.24
874,55.48,-6.73,1000.63,105.57,302,0.24,0.24
876,55.42,-6.75,1000.63,105.60,286,0.23,0.22
878,55.74,-6.78,1000.65,105.45,278,0.22,0.21
880,55.72,-6.78,1000.63,105.61,274,0.22,0.21
882,55.74,-6.76,1000.64,105.55,272,0.22,0.21
884,55.50,-6.76,1000.66,105.36,272,0.22,0.21
886,55.41,-6.75,1000.65,105.46,260,0.21,0.19
889,55.33,-6.73,1000.66,105.32,265,0.21,0.20
891,55.33,-6.73,1000.63,105.62,263,0.21,0.20
893,55.00,-6.74,1000.60,105.87,261,0.21,0.20
895,55.09,-6.71,1000.65,105.48,261,0.21,0.20
897,54.96,-6.71,1000.61,105.79,247,0.20,0.18
899,54.75,-6.69,1000.60,105.89,259,0.21,0.19
901,54.88,-6.70,1000.65,105.40,258,0.21,0.19
903,54.66,-6.67,1000.60,105.85,250,0.20,0.18
905,54.66,-6.66,1000.60,105.87,251,0.20,0.19
907,54.61,-6.65,1000.61,105.77,253,0.20,0.19
909,54.66,-6.66,1000.61,105.74,253,0.20,0.19
911,54.62,-6.65,1000.64,105.49,247,0.20,0.18
913,54.39,-6.60,1000.61,105.79,253,0.20,0.19
915,54.42,-6.60,1000.60,105.84,254,0.20,0.19
917,54.27,-6.58,1000.60,105.84,251,0.20,0.19
919,54.11,-6.56,1000.68,105.21,245,0.20,0.18
921,54.08,-6.55,1000.62,105.66,254,0.20,0.19
923,53.83,-6.53,1000.62,105.68,251,0.20,0.19
925,53.54,-6.50,1000.62,105.69,246,0.20,0.18
927,53.39,-6.45,1000.58,105.99,261,0.21,0.20
929,53.54,-6.46,1000.60,105.81,247,0.20,0.18
931,53.57,-6.45,1000.61,105.74,246,0.20,0.18
933,53.63,-6.44,1000.60,105.85,243,0.20,0.18
935,53.84,-6.43,1000.60,105.82,240,0.19,0.17
937,53.94,-6.45,1000.67,105.30,245,0.20,0.18
940,53.99,-6.51,1000.65,105.42,244,0.20,0.18
942,53.62,-6.45,1000.61,105.72,247,0.20,0.18
944,53.31,-6.40,1000.63,105.62,240,0.19,0.17
946,53.05,-6.37,1000.64,105.54,243,0.20,0.18
948,52.50,-6.28,1000.60,105.88,240,0.19,0.17
950,52.29,-6.25,1000.58,106.04,241,0.19,0.18
952,52.32,-6.26,1000.63,105.57,240,0.19,0.17
954,52.22,-6.24,1000.58,106.04,240,0.19,0.17
956,52.17,-6.19,1000.61,105.81,245,0.20,0.18
958,52.12,-6.18,1000.59,105.93,239,0.19,0.17
960,52.10,-6.14,1000.58,106.05,243,0.20,0.18
962,52.18,-6.16,1000.60,105.86,240,0.19,0.17
964,52.15,-6.18,1000.61,105.81,239,0.19,0.17
966,52.13,-6.20,1000.62,105.68,240,0.19,0.17
968,52.21,-6.21,1000.58,105.99,240,0.19,0.17
970,52.20,-6.19,1000.60,105.84,240,0.19,0.17
972,52.30,-6.21,1000.63,105.62,240,0.19,0.17
974,52.22,-6.21,1000.63,105.63,240,0.19,0.17
976,52.08,-6.22,1000.64,105.53,238,0.19,0.17
978,52.07,-6.22,1000.64,105.48,240,0.19,0.17
980,52.01,-6.20,1000.62,105.72,240,0.19,0.17
982,52.01,-6.20,1000.62,105.69,241,0.19,0.18
984,52.00,-6.17,1000.61,105.74,238,0.19,0.17
986,52.03,-6.18,1000.62,105.70,239,0.19,0.17
988,51.87,-6.16,1000.62,105.66,240,0.19,0.17
990,51.45,-6.06,1000.63,105.60,240,0.19,0.17
993,51.50,-6.10,1000.63,105.68,240,0.19,0.17
995,51.32,-6.05,1000.63,105.59,240,0.19,0.17
997,51.32,-6.06,1000.66,105.57,242,0.20,0.18
999,51.31,-6.05,1000.67,105.27,240,0.19,0.17
1001,51.31,-6.00,1000.63,105.51,240,0.19,0.17
1003,51.18,-5.98,1000.62,105.73,241,0.19,0.18
1005,51.28,-5.97,1000.63,105.40,235,0.19,0.17
1007,51.20,-5.98,1000.65,105.45,240,0.19,0.17
1009,50.74,-5.95,1000.66,105.02,231,0.19,0.17
1011,50.07,-5.86,1000.63,105.57,240,0.19,0.17
1013,49.52,-5.77,1000.66,105.38,240,0.19,0.17
1015,49.16,-5.65,1000.64,105.49,235,0.19,0.17
1017,49.37,-5.65,1000.66,105.36,227,0.18,0.16
1019,49.33,-5.64,1000.62,105.66,237,0.19,0.17
1021,49.48,-5.67,1000.65,105.42,239,0.19,0.17
1023,49.44,-5.65,1000.66,105.35,239,0.19,0.17
1025,49.53,-5.67,1000.63,105.61,239,0.19,0.17
1027,49.66,-5.66,1000.61,105.73,239,0.19,0.17
1029,49.77,-5.67,1000.60,105.83,250,0.20,0.18
1031,50.00,-5.72,1000.61,105.79,238,0.19,0.17
1033,50.10,-5.74,1000.60,105.81,240,0.19,0.17
1035,50.12,-5.77,1000.66,105.31,227,0.18,0.16
1037,50.09,-5.75,1000.63,105.59,240,0.19,0.17
1039,50.26,-5.77,1000.66,105.21,231,0.19,0.17
1041,50.27,-5.79,1000.63,105.60,232,0.19,0.17
1043,50.35,-5.80,1000.64,105.54,239,0.19,0.17
1046,50.34,-5.83,1000.67,105.30,234,0.19,0.17
1048,50.35,-5.81,1000.66,105.32,229,0.18,0.16
1050,50.07,-5.80,1000.64,105.52,238,0.19,0.17
1052,50.23,-5.81,1000.64,105.53,240,0.19,0.17
1054,50.29,-5.80,1000.64,105.50,237,0.19,0.17
1056,50.13,-5.80,1000.63,105.58,238,0.19,0.17
1058,50.33,-5.80,1000.64,105.51,233,0.19,0.17
1060,50.37,-5.77,1000.66,105.37,234,0.19,0.17
1062,50.15,-5.76,1000.61,105.80,232,0.19,0.17
1064,50.27,-5.82,1000.64,105.56,240,0.19,0.17
1066,50.36,-5.82,1000.64,105.48,231,0.19,0.17
1068,50.23,-5.79,1000.63,105.63,233,0.19,0.17
1070,50.26,-5.78,1000.64,105.50,242,0.20,0.18
1072,50.05,-5.80,1000.63,105.62,240,0.19,0.17
1074,50.06,-5.77,1000.64,105.53,236,0.19,0.17
1076,49.87,-5.75,1000.63,105.64,234,0.19,0.17
1078,49.80,-5.73,1000.60,105.82,238,0.19,0.17
1080,49.68,-5.69,1000.61,105.79,238,0.19,0.17
1082,49.70,-5.67,1000.62,105.68,237,0.19,0.17
1084,49.68,-5.67,1000.61,105.77,245,0.20,0.18
1086,49.60,-5.64,1000.62,105.69,227,0.18,0.16
1088,49.62,-5.64,1000.59,105.98,240,0.19,0.17
1090,49.69,-5.65,1000.63,105.63,240,0.19,0.17
1092,49.66,-5.65,1000.59,105.93,235,0.19,0.17
1094,49.71,-5.66,1000.61,105.76,240,0.19,0.17
1097,49.74,-5.65,1000.58,106.05,237,0.19,0.17
1099,49.80,-5.68,1000.62,105.71,241,0.19,0.18
1101,49.72,-5.68,1000.60,105.88,237,0.19,0.17
1103,49.74,-5.70,1000.59,105.94,237,0.19,0.17
1105,49.80,-5.71,1000.59,105.92,240,0.19,0.17
1107,49.69,-5.70,1000.59,105.92,240,0.19,0.17
1109,49.60,-5.70,1000.58,105.81,239,0.19,0.17
1111,49.28,-5.63,1000.59,105.95,238,0.19,0.17
1113,49.11,-5.59,1000.63,105.61,231,0.19,0.17
1115,49.15,-5.55,1000.57,106.07,241,0.19,0.18
1117,49.33,-5.58,1000.63,105.58,241,0.19,0.18
1119,49.33,-5.59,1000.60,105.84,239,0.19,0.17
1121,49.28,-5.60,1000.60,105.82,237,0.19,0.17
1123,49.33,-5.58,1000.59,105.95,237,0.19,0.17
1125,49.37,-5.59,1000.63,105.58,238,0.19,0.17
1127,49.36,-5.58,1000.62,105.67,239,0.19,0.17
1129,49.34,-5.58,1000.62,105.65,240,0.19,0.17
1131,49.21,-5.58,1000.62,105.69,237,0.19,0.17
1133,49.41,-5.59,1000.61,105.78,235,0.19,0.17
1135,49.27,-5.57,1000.64,105.55,239,0.19,0.17
1137,49.41,-5.59,1000.61,105.81,238,0.19,0.17
1139,49.33,-5.62,1000.65,105.40,239,0.19,0.17
